valid_time,latitude,longitude,t2m,d2m,sp,tp,ssrd,number,expver
2015-02-01 00:00:00,-13.9,-71.0,272.94067,272.58838,57422.074,0.0039935946,2.5526248e+07,0,0001
2015-02-01 00:00:00,-13.9,-70.9,272.07544,271.84424,56430.074,0.003497356,2.5350088e+07,0,0001
2015-02-01 00:00:00,-13.9,-70.80000000000001,272.19653,272.01807,56544.074,0.004001701,2.4450708e+07,0,0001
2015-02-01 00:00:00,-13.9,-70.70000000000002,273.72388,273.28955,58202.074,0.004844302,2.3267516e+07,0,0001
2015-02-01 00:00:00,-13.9,-70.60000000000002,275.21997,274.82275,60256.074,0.0058743893,2.2106008e+07,0,0001
2015-02-01 00:00:00,-13.9,-70.50000000000003,275.45825,274.9087,60636.074,0.007702285,2.1048228e+07,0,0001
2015-02-01 00:00:00,-13.9,-70.40000000000003,274.90942,274.29932,59736.074,0.009759778,2.0020204e+07,0,0001
2015-02-01 00:00:00,-13.9,-70.30000000000004,274.95435,274.37158,59880.074,0.011571044,1.9103664e+07,0,0001
2015-02-01 00:00:00,-13.9,-70.20000000000005,276.16724,275.57275,61584.074,0.012392903,1.864982e+07,0,0001
2015-02-01 00:00:00,-13.9,-70.10000000000005,276.47583,275.79932,61854.074,0.013155395,1.8226504e+07,0,0001
2015-02-01 00:00:00,-13.9,-70.00000000000006,276.96606,276.18213,62340.074,0.012722248,1.7965356e+07,0,0001
2015-02-01 00:00:00,-13.9,-69.90000000000006,280.0559,279.05713,66722.08,0.010406965,1.7970004e+07,0,0001
2015-02-01 00:00:00,-13.9,-69.80000000000007,284.85083,283.52393,73892.08,0.008078242,1.7984292e+07,0,0001
2015-02-01 00:00:00,-13.9,-69.70000000000007,288.27856,286.93994,79469.08,0.008914286,1.8001308e+07,0,0001
2015-02-01 00:00:00,-13.9,-69.60000000000008,289.6106,288.6411,82220.08,0.012990469,1.8019716e+07,0,0001
2015-02-01 00:00:00,-13.9,-69.50000000000009,290.59692,289.90283,84440.08,0.017010206,1.803754e+07,0,0001
2015-02-01 00:00:00,-13.9,-69.40000000000009,290.31567,289.8462,84309.08,0.01805454,1.8029492e+07,0,0001
2015-02-01 00:00:00,-13.9,-69.3000000000001,289.2688,288.94385,82754.08,0.017819906,1.8007608e+07,0,0001
