valid_time,latitude,longitude,t2m,d2m,sp,tp,ssrd,number,expver
2020-08-01 00:00:00,-13.9,-71.0,276.26685,272.89847,57377.29,4.5654746e-05,2.2065806e+07,0,0001
2020-08-01 00:00:00,-13.9,-70.9,274.96216,273.31253,56583.29,6.2805986e-05,2.128149e+07,0,0001
2020-08-01 00:00:00,-13.9,-70.80000000000001,274.43872,273.93948,56852.29,0.00012302157,2.0139948e+07,0,0001
2020-08-01 00:00:00,-13.9,-70.70000000000002,275.59497,275.12503,58428.29,0.00010710714,1.8978544e+07,0,0001
2020-08-01 00:00:00,-13.9,-70.60000000000002,276.6184,276.36526,60387.29,0.00010008869,1.7766968e+07,0,0001
2020-08-01 00:00:00,-13.9,-70.50000000000003,276.62622,276.41214,60684.29,0.0001400089,1.6433918e+07,0,0001
2020-08-01 00:00:00,-13.9,-70.40000000000003,276.21997,275.95316,59706.29,0.00019298252,1.5065918e+07,0,0001
2020-08-01 00:00:00,-13.9,-70.30000000000004,276.54028,276.35355,60054.29,0.00023308155,1.4069106e+07,0,0001
2020-08-01 00:00:00,-13.9,-70.20000000000005,277.46997,277.17972,61682.29,0.0005030459,1.4225728e+07,0,0001
2020-08-01 00:00:00,-13.9,-70.10000000000005,277.93872,277.42386,61950.29,0.0008438951,1.4413534e+07,0,0001
2020-08-01 00:00:00,-13.9,-70.00000000000006,278.50122,277.90237,62514.29,0.0011525428,1.477514e+07,0,0001
2020-08-01 00:00:00,-13.9,-69.90000000000006,280.52466,280.03128,67071.29,0.0014033889,1.5436576e+07,0,0001
2020-08-01 00:00:00,-13.9,-69.80000000000007,283.70435,283.2715,74457.29,0.0016445642,1.6100266e+07,0,0001
2020-08-01 00:00:00,-13.9,-69.70000000000007,285.87622,285.14066,79313.29,0.0015396004,1.6722932e+07,0,0001
2020-08-01 00:00:00,-13.9,-69.60000000000008,287.3059,285.9844,82248.29,0.0009855306,1.72108e+07,0,0001
2020-08-01 00:00:00,-13.9,-69.50000000000009,288.39185,286.41995,84653.29,0.00043885168,1.7694514e+07,0,0001
2020-08-01 00:00:00,-13.9,-69.40000000000009,288.15747,286.7637,84549.29,0.00022497532,1.7952996e+07,0,0001
2020-08-01 00:00:00,-13.9,-69.3000000000001,287.44653,285.03714,82903.29,0.00017820057,1.8100598e+07,0,0001
2020-08-01 00:00:00,-13.9,-69.2000000000001,287.94653,285.20706,83547.29,0.0001400983,1.823281e+07,0,0001
2020-08-01 00:00:00,-13.9,-69.10000000000011,289.63794,287.4102,86535.29,8.2162594e-05,1.8391942e+07,0,0001
2020-08-01 00:00:00,-13.9,-69.00000000000011,290.8059,289.11526,88801.29,4.1407915e-05,1.84817e+07,0,0001
2020-08-01 00:00:00,-13.9,-68.90000000000012,291.6731,289.2852,89339.29,7.1799495e-06,1.85835e+07,0,0001
2020-08-01 00:00:00,-13.9,-68.8,291.65356,288.8184,88809.29,3.260944e-06,1.8745886e+07,0,0001
2020-08-01 00:00:00,-14.0,-71.0,278.26294,272.1465,58822.29,2.7907465e-05,2.2145912e+07,0,0001
2020-08-01 00:00:00,-14.0,-70.9,275.95044,272.45316,57223.29,3.4612985e-05,2.1687626e+07,0,0001
2020-08-01 00:00:00,-14.0,-70.80000000000001,274.3723,272.87112,56485.29,3.1379433e-05,2.1109978e+07,0,0001
2020-08-01 00:00:00,-14.0,-70.70000000000002,275.3567,274.2266,57574.29,2.1112535e-05,2.01705e+07,0,0001
2020-08-01 00:00:00,-14.0,-70.60000000000002,276.65747,275.6602,59508.29,6.92663e-06,1.8979068e+07,0,0001
2020-08-01 00:00:00,-14.0,-70.50000000000003,277.03247,275.99612,60201.29,5.3313943e-05,1.7626768e+07,0,0001
2020-08-01 00:00:00,-14.0,-70.40000000000003,276.6067,275.57034,59612.29,0.000106034255,1.6282614e+07,0,0001
2020-08-01 00:00:00,-14.0,-70.30000000000004,275.95044,275.40042,58863.29,0.000109238004,1.588326e+07,0,0001
2020-08-01 00:00:00,-14.0,-70.20000000000005,276.28638,275.94534,59616.29,0.00024099406,1.5831994e+07,0,0001
2020-08-01 00:00:00,-14.0,-70.10000000000005,277.04028,276.62894,60955.29,0.0005386895,1.5979246e+07,0,0001
2020-08-01 00:00:00,-14.0,-70.00000000000006,277.72388,277.2266,62017.29,0.0008508837,1.632138e+07,0,0001
2020-08-01 00:00:00,-14.0,-69.90000000000006,279.5559,279.19144,65690.29,0.0010948157,1.699406e+07,0,0001
2020-08-01 00:00:00,-14.0,-69.80000000000007,281.57544,281.23245,70035.29,0.0012667751,1.7360488e+07,0,0001
2020-08-01 00:00:00,-14.0,-69.70000000000007,283.08325,282.6973,73535.29,0.0014140134,1.7179846e+07,0,0001
2020-08-01 00:00:00,-14.0,-69.60000000000008,284.50903,283.8594,76667.29,0.0012226825,1.7348172e+07,0,0001
2020-08-01 00:00:00,-14.0,-69.50000000000009,286.0442,285.01566,80115.29,0.0006915456,1.7820354e+07,0,0001
2020-08-01 00:00:00,-14.0,-69.40000000000009,286.7942,285.47855,81609.29,0.00046261903,1.8090014e+07,0,0001
2020-08-01 00:00:00,-14.0,-69.3000000000001,286.5442,284.9844,80872.29,0.0004237121,1.817692e+07,0,0001
