valid_time,latitude,longitude,t2m,d2m,sp,tp,ssrd,number,expver
2021-01-01 00:00:00,-13.9,-71.0,273.50537,273.386,57168.684,0.012667737,1.6531464e+07,0,0001
2021-01-01 00:00:00,-13.9,-70.9,272.89795,272.8059,56371.684,0.012645251,1.6828164e+07,0,0001
2021-01-01 00:00:00,-13.9,-70.80000000000001,273.0835,272.99146,56640.684,0.012941471,1.6733236e+07,0,0001
2021-01-01 00:00:00,-13.9,-70.70000000000002,274.37256,274.10278,58227.684,0.013693101,1.6247568e+07,0,0001
2021-01-01 00:00:00,-13.9,-70.60000000000002,275.82178,275.66333,60195.684,0.015170804,1.5768772e+07,0,0001
2021-01-01 00:00:00,-13.9,-70.50000000000003,275.69092,275.56567,60497.684,0.020808255,1.5536524e+07,0,0001
2021-01-01 00:00:00,-13.9,-70.40000000000003,275.04443,274.97388,59524.684,0.02765072,1.5376448e+07,0,0001
2021-01-01 00:00:00,-13.9,-70.30000000000004,275.1206,275.05005,59867.684,0.033721916,1.5114208e+07,0,0001
2021-01-01 00:00:00,-13.9,-70.20000000000005,276.42725,276.3938,61495.684,0.04499025,1.3085348e+07,0,0001
2021-01-01 00:00:00,-13.9,-70.10000000000005,277.05225,276.93677,61764.684,0.057138585,1.0724188e+07,0,0001
2021-01-01 00:00:00,-13.9,-70.00000000000006,277.66943,277.52466,62324.684,0.07136298,8.955492e+06,0,0001
2021-01-01 00:00:00,-13.9,-69.90000000000006,280.6167,280.5598,66863.69,0.08917508,8.211164e+06,0,0001
2021-01-01 00:00:00,-13.9,-69.80000000000007,285.03076,284.90356,74205.69,0.10690982,7.475716e+06,0,0001
2021-01-01 00:00:00,-13.9,-69.70000000000007,287.71045,287.45825,79019.69,0.1044896,6.81994e+06,0,0001
2021-01-01 00:00:00,-13.9,-69.60000000000008,289.2749,288.87427,81916.69,0.07957182,6.43284e+06,0,0001
2021-01-01 00:00:00,-13.9,-69.50000000000009,290.5288,289.95044,84291.69,0.05485273,6.048596e+06,0,0001
2021-01-01 00:00:00,-13.9,-69.40000000000009,290.4878,289.94067,84189.69,0.04041665,5.814692e+06,0,0001
2021-01-01 00:00:00,-13.9,-69.3000000000001,289.57764,289.25122,82567.69,0.03103005,5.654848e+06,0,0001
2021-01-01 00:00:00,-13.9,-69.2000000000001,289.76514,289.6106,83204.69,0.02456226,5.505972e+06,0,0001
2021-01-01 00:00:00,-13.9,-69.10000000000011,291.1538,291.01685,86167.69,0.027993208,5.434924e+06,0,0001
2021-01-01 00:00:00,-13.9,-69.00000000000011,292.08936,291.97583,88424.69,0.035370953,5.358028e+06,0,0001
2021-01-01 00:00:00,-13.9,-68.90000000000012,292.2788,292.15747,88969.69,0.040646218,5.2606e+06,0,0001
2021-01-01 00:00:00,-13.9,-68.8,292.04053,291.8899,88443.69,0.035765164,5.06442e+06,0,0001
2021-01-01 00:00:00,-14.0,-71.0,275.01514,274.64966,58635.684,0.0135101,1.5951656e+07,0,0001
2021-01-01 00:00:00,-14.0,-70.9,273.8042,273.47192,57020.684,0.011994666,1.707846e+07,0,0001
2021-01-01 00:00:00,-14.0,-70.80000000000001,272.9292,272.70044,56277.684,0.012634239,1.7696736e+07,0,0001
2021-01-01 00:00:00,-14.0,-70.70000000000002,273.44287,273.34497,57376.684,0.014127499,1.7563936e+07,0,0001
2021-01-01 00:00:00,-14.0,-70.60000000000002,275.05615,274.87036,59323.684,0.0149317,1.7045232e+07,0,0001
2021-01-01 00:00:00,-14.0,-70.50000000000003,275.32764,275.16528,60022.684,0.021241507,1.6853152e+07,0,0001
2021-01-01 00:00:00,-14.0,-70.40000000000003,274.87842,274.72388,59434.684,0.028050115,1.6712868e+07,0,0001
2021-01-01 00:00:00,-14.0,-70.30000000000004,273.8628,273.7942,58683.684,0.033596076,1.671264e+07,0,0001
2021-01-01 00:00:00,-14.0,-70.20000000000005,274.31006,274.25513,59437.684,0.04130595,1.5009772e+07,0,0001
2021-01-01 00:00:00,-14.0,-70.10000000000005,275.2671,275.2063,60774.684,0.05250608,1.2726488e+07,0,0001
2021-01-01 00:00:00,-14.0,-70.00000000000006,276.28662,276.2395,61830.684,0.06648932,1.0892392e+07,0,0001
2021-01-01 00:00:00,-14.0,-69.90000000000006,279.42725,279.34888,65481.684,0.08439652,1.0189296e+07,0,0001
2021-01-01 00:00:00,-14.0,-69.80000000000007,282.2339,282.17896,69807.69,0.096828096,8.47058e+06,0,0001
2021-01-01 00:00:00,-14.0,-69.70000000000007,284.5171,284.08716,73299.69,0.09550182,6.536464e+06,0,0001
2021-01-01 00:00:00,-14.0,-69.60000000000008,286.4839,285.74146,76405.69,0.07961201,6.00942e+06,0,0001
2021-01-01 00:00:00,-14.0,-69.50000000000009,288.31006,287.55005,79813.69,0.055428423,5.633012e+06,0,0001
2021-01-01 00:00:00,-14.0,-69.40000000000009,289.06982,288.3567,81290.69,0.04047317,5.391652e+06,0,0001
2021-01-01 00:00:00,-14.0,-69.3000000000001,288.54248,288.13013,80564.69,0.033591487,5.228224e+06,0,0001
2021-01-01 00:00:00,-14.0,-69.2000000000001,288.9995,288.5481,81403.69,0.039125644,5.051084e+06,0,0001
2021-01-01 00:00:00,-14.0,-69.10000000000011,290.3081,290.16333,84406.69,0.045959868,4.962468e+06,0,0001
2021-01-01 00:00:00,-14.0,-69.00000000000011,291.69678,291.59692,87671.69,0.05300034,4.887236e+06,0,0001
2021-01-01 00:00:00,-14.0,-68.90000000000012,292.03662,291.96802,88696.69,0.057719655,4.78428e+06,0,0001
2021-01-01 00:00:00,-14.0,-68.8,291.2827,291.1809,86908.69,0.05339191,4.593556e+06,0,0001
2021-01-01 00:00:00,-14.1,-71.0,275.30225,274.53833,58543.684,0.013400055,1.5742984e+07,0,0001
2021-01-01 00:00:00,-14.1,-70.9,274.03857,273.0149,56841.684,0.010555155,1.7179948e+07,0,0001
2021-01-01 00:00:00,-14.1,-70.80000000000001,272.8921,272.37427,55881.684,0.011955402,1.8000484e+07,0,0001
2021-01-01 00:00:00,-14.1,-70.70000000000002,272.92334,272.66138,56207.684,0.0145895695,1.8409e+07,0,0001
2021-01-01 00:00:00,-14.1,-70.60000000000002,273.9585,273.6516,57713.684,0.016796133,1.8254204e+07,0,0001
2021-01-01 00:00:00,-14.1,-70.50000000000003,274.021,273.91528,59162.684,0.022322735,1.8087684e+07,0,0001
2021-01-01 00:00:00,-14.1,-70.40000000000003,273.80225,273.7063,59060.684,0.02809169,1.8639292e+07,0,0001
2021-01-01 00:00:00,-14.1,-70.30000000000004,273.49365,273.38013,58483.684,0.033659674,1.8773796e+07,0,0001
2021-01-01 00:00:00,-14.1,-70.20000000000005,273.6089,273.53442,58423.684,0.03870537,1.7158904e+07,0,0001
2021-01-01 00:00:00,-14.1,-70.10000000000005,274.35498,274.30005,59609.684,0.04631447,1.5167604e+07,0,0001
2021-01-01 00:00:00,-14.1,-70.00000000000006,275.146,275.1399,62252.684,0.059595786,1.3479152e+07,0,0001
